# SYNTHETIC ambient-noise recording (site A, f0 = 2.5 Hz) — QuakeLogic HVSR Studio example, NOT field data
# model: 1-DOF resonant amplification, f0 = 2.5 Hz, A0 = 5.00, damping = 0.1021
# sample_rate = 100 Hz, start = 2025-01-01T00:00:00.000000Z, units = counts
time_s	north	east	vertical
150.41	-11.2444	-5.8325	-49.1981
150.42	-17.9509	-1.2202	-20.6842
150.43	-20.4471	1.6236	-28.3691
150.44	-19.3589	3.7318	145.5059
150.45	-23.5683	0.1747	-93.9519
150.46	-25.6183	-4.6272	-35.5364
150.47	-28.0391	-4.4634	27.0384
150.48	-31.6840	-5.3069	-205.2655
150.49	-31.4776	-5.6906	152.8235
150.50	-35.1448	-4.3651	152.5375
150.51	-44.7207	-4.4142	-0.6622
150.52	-55.6356	-5.3548	96.8893
150.53	-67.0852	-8.8699	22.5284
150.54	-73.8394	-6.0740	-73.1938
150.55	-84.0145	-4.0185	189.8526
150.56	-84.5893	0.9748	21.0056
150.57	-79.0161	1.8169	15.1243
150.58	-70.0400	0.2182	7.8838
150.59	-62.6280	3.5152	-80.9786
150.60	-58.4836	9.3296	-37.7632
150.61	-48.1779	21.3268	-53.3601
150.62	-35.2122	26.1013	18.9811
150.63	-22.1670	31.4971	149.5166
150.64	-15.0938	38.3424	-77.8361
150.65	-10.2035	43.2840	103.1257
150.66	-5.3262	54.7330	71.5112
150.67	5.6848	61.3316	3.4886
150.68	11.4061	62.1959	-27.7513
150.69	23.5832	67.7675	69.8285
150.70	29.7426	73.7899	-33.8561
150.71	34.9114	70.2107	47.3377
150.72	37.2465	72.8502	-64.3230
150.73	38.2710	74.4575	124.3316
150.74	41.4019	68.7043	-50.3928
150.75	48.7367	65.9975	-75.3477
150.76	56.5245	60.6760	-151.1231
150.77	61.2780	56.2209	81.1155
150.78	60.3941	52.6867	-105.0215
150.79	54.7342	47.6447	216.9769
150.80	60.6648	36.0299	-33.5629
150.81	65.0468	25.9766	25.5410
150.82	62.4418	18.0364	-27.7737
150.83	57.0979	10.7493	103.9011
150.84	51.6963	5.7146	-54.2128
150.85	43.8258	3.9800	73.7520
150.86	30.8935	0.9509	-4.2471
150.87	17.9741	-7.5944	-121.6797
150.88	2.7923	-19.1731	-10.0757
150.89	-11.6584	-24.8864	61.5040
150.90	-20.3708	-31.2727	68.3715
150.91	-24.0997	-29.4335	-3.3933
150.92	-23.2752	-21.0937	-26.2893
150.93	-25.4331	-9.5002	143.8169
150.94	-24.8436	-5.0537	-73.0101
150.95	-21.4362	-2.0611	-198.7921
150.96	-21.5034	7.0540	-14.5324
150.97	-16.1178	18.5142	134.0626
150.98	-14.2844	24.8526	17.2605
150.99	-18.4257	32.0903	12.1818
151.00	-18.9444	43.8044	8.0008
151.01	-17.0593	55.0358	-10.8973
151.02	-17.6003	64.1495	-5.2351
151.03	-20.7513	68.0256	-12.3663
151.04	-25.4402	77.1475	112.5384
151.05	-36.0945	78.2205	19.9153
151.06	-35.5755	75.4109	-36.7296
151.07	-35.0049	70.0675	-13.6291
151.08	-30.0947	60.1498	14.4333
151.09	-25.2032	56.2062	193.0897
151.10	-20.8553	46.1277	144.1776
151.11	-12.9643	41.0118	-82.7977
151.12	-2.7056	35.2522	-209.7589
151.13	2.4648	30.7671	19.4416
151.14	8.4040	17.6536	-0.2598
151.15	13.1742	5.5526	-225.3253
151.16	14.6209	-8.9862	164.3372
151.17	16.9382	-21.6802	-84.2680
151.18	24.6396	-27.6096	-51.3513
151.19	25.1720	-35.7359	-49.8846
151.20	21.9052	-44.4739	92.7005
151.21	18.0012	-53.3967	-36.1368
151.22	13.9629	-64.5936	77.5357
151.23	7.0315	-65.3338	-61.0580
151.24	-1.5889	-71.1331	-79.6352
151.25	-2.9214	-73.1833	-136.7378
151.26	-9.5921	-70.8616	167.9711
151.27	-11.1538	-64.5254	-71.0937
151.28	-10.9453	-55.3656	4.6275
151.29	-13.1106	-45.0617	-95.7728
151.30	-11.3603	-40.2818	75.8214
151.31	-12.7599	-32.9649	-164.8148
151.32	-15.9052	-31.9178	-54.5533
151.33	-21.5104	-28.3313	194.7557
151.34	-25.9994	-25.4011	70.9443
151.35	-23.8748	-25.4154	-12.6067
151.36	-25.6435	-24.0208	-50.7220
151.37	-22.0627	-16.8363	-105.4184
151.38	-18.8278	-8.5490	103.6271
151.39	-21.1363	-5.4382	-49.3789
151.40	-18.8409	-1.3869	51.1260
151.41	-10.4171	0.5139	-77.9242
151.42	-7.4637	-1.1040	-144.0175
151.43	-7.6371	-4.6483	170.6163
151.44	-4.3485	-9.4210	-116.1904
151.45	-10.6963	-20.9505	-93.4257
151.46	-12.6402	-26.5052	-52.0011
151.47	-8.3781	-27.4410	105.6961
151.48	-8.8513	-31.6238	258.8679
151.49	-13.8967	-34.5567	60.1217
151.50	-22.3529	-33.6578	-35.7357
151.51	-29.7694	-31.5157	-32.9003
151.52	-33.1947	-28.9914	235.2908
151.53	-34.8871	-33.8515	-50.3454
151.54	-35.0308	-31.3647	-5.3731
151.55	-32.9767	-34.4457	-92.7561
151.56	-32.8975	-33.6240	-106.3629
151.57	-22.9011	-28.9929	87.1466
151.58	-11.7276	-22.4374	125.1587
151.59	-0.5907	-14.7623	-61.9631
151.60	6.5937	-5.2121	-77.7391
151.61	14.2645	8.6624	-33.4288
151.62	21.4067	18.1324	186.7244
151.63	21.7004	32.2774	4.6889
151.64	28.2914	41.0333	-176.3863
151.65	34.2385	53.7514	108.2458
151.66	42.4307	59.4099	130.7379
151.67	47.2002	66.1952	-37.7817
151.68	55.9775	70.0610	-31.1007
151.69	57.1397	75.5318	142.1318
151.70	47.7990	74.9721	-72.0351
151.71	39.3068	70.9386	79.9344
151.72	29.9792	69.8462	-11.0440
151.73	15.8765	63.8934	-44.8631
151.74	-3.0409	60.4638	27.1144
151.75	-19.9074	46.1174	127.5652
151.76	-29.3181	34.8537	133.1926
151.77	-44.1251	27.6601	141.8861
151.78	-65.9132	17.3708	-157.2479
151.79	-77.6738	4.5583	12.7036
151.80	-89.4975	-5.6401	28.9757
151.81	-99.7529	-10.9350	-57.8749
151.82	-105.1827	-24.7071	84.0689
151.83	-103.7238	-40.9375	107.2693
151.84	-100.2832	-50.5277	76.5318
151.85	-92.4038	-60.3358	-19.7617
151.86	-79.5393	-66.0198	-86.5776
151.87	-63.7218	-69.5132	-74.5102
151.88	-42.9546	-76.6746	-32.3110
151.89	-24.8256	-80.1342	-52.6492
151.90	-0.0855	-81.8116	29.5073
151.91	24.2512	-73.6138	161.1735
151.92	45.8888	-68.8993	98.9539
151.93	63.1732	-63.7366	-46.6648
151.94	80.4112	-55.9540	-140.1811
151.95	95.5241	-49.9907	75.6728
151.96	104.6460	-34.1280	-83.2959
151.97	111.3551	-20.5701	-7.0683
151.98	117.7620	-12.4818	-180.5455
151.99	117.4524	-2.1293	20.5754
152.00	113.5292	9.3592	138.8651
152.01	108.1128	17.5687	-106.3721
152.02	104.3049	23.1687	95.9899
152.03	97.0061	25.5374	31.3499
152.04	86.7366	32.8513	101.4953
152.05	74.0174	31.9671	-101.6229
152.06	61.2055	28.1046	-38.0466
152.07	46.1524	23.9588	-129.2955
152.08	30.3842	16.9909	63.4537
152.09	17.5148	10.9420	-208.7000
152.10	10.5871	5.4520	-22.6830
152.11	-8.1503	5.1607	112.6788
152.12	-24.5304	1.5018	179.1657
152.13	-36.8468	-7.3274	-144.1592
152.14	-44.7826	-11.6789	-35.7784
152.15	-58.0991	-16.9802	18.1577
152.16	-67.6594	-24.9324	-39.1360
152.17	-77.2543	-35.9721	-64.7466
152.18	-82.8578	-38.1199	200.6037
152.19	-85.9901	-37.9257	-27.2581
152.20	-82.3026	-39.1259	-170.5138
152.21	-83.2425	-35.1314	19.6266
152.22	-84.7549	-24.8109	6.9234
152.23	-86.9781	-13.9024	-84.4278
152.24	-89.6046	-4.7264	-85.8589
152.25	-89.9969	2.0469	-59.0621
152.26	-89.0175	11.2722	130.8880
152.27	-78.0763	19.3088	109.5369
152.28	-64.8635	29.2626	33.2471
152.29	-51.6161	40.4469	49.0779
152.30	-39.1342	53.0491	36.4607
152.31	-24.3580	69.0882	120.4748
152.32	-9.9131	74.2905	52.7190
152.33	-0.7238	82.0151	-1.7370
152.34	5.0145	86.7142	37.4026
152.35	6.7518	96.0176	-80.4362
152.36	10.3496	96.6934	103.1424
152.37	11.2656	99.6059	-116.7929
152.38	11.8272	93.8652	16.7436
152.39	17.0821	89.9494	-55.5833
152.40	12.8907	82.3315	-22.4761
152.41	13.0788	75.4314	-2.7784
152.42	12.5697	69.6852	163.5317
152.43	12.5825	63.7884	26.4208
152.44	9.0913	55.0219	29.1041
152.45	5.1216	41.9216	178.6656
152.46	-2.1091	32.9461	-24.5619
152.47	-16.5787	24.5909	221.5283
152.48	-25.2562	14.9102	-0.8270
152.49	-36.9481	6.1963	5.0216
152.50	-48.9315	3.2908	272.3737
152.51	-62.9012	1.5142	44.1480
152.52	-70.1143	-2.3676	-72.2989
152.53	-69.6184	-7.5818	-176.8875
152.54	-61.1463	-14.6597	44.7197
152.55	-50.8498	-19.1942	84.7406
152.56	-42.1563	-22.2466	-74.4288
152.57	-39.6351	-24.3401	20.7192
152.58	-37.3502	-28.2849	-179.4278
152.59	-29.4012	-33.2042	-87.2674
152.60	-14.6944	-40.2893	200.9298
152.61	-4.0622	-45.6329	51.5153
152.62	1.1906	-42.3635	66.5674
152.63	5.5119	-43.3114	-18.9729
152.64	7.1857	-45.8556	-24.9709
152.65	10.5405	-44.7892	-156.5686
152.66	10.2273	-41.2989	139.9807
152.67	5.7041	-32.8801	30.7889
152.68	7.6744	-26.4367	-91.3329
152.69	8.3916	-18.6576	-105.5210
152.70	7.7153	-11.5937	-117.0636
152.71	7.8718	-1.5033	109.7008
152.72	7.8348	10.6327	-12.5083
152.73	7.7768	22.6442	-130.5442
152.74	5.5604	31.7422	95.1855
152.75	9.4846	40.2861	-112.9452
152.76	8.9683	44.3036	-40.1823
152.77	5.3703	43.0270	15.8309
152.78	3.7362	46.8310	207.6293
152.79	-3.4828	51.7162	50.1849
152.80	-7.7808	54.7158	-178.5632
152.81	-10.4262	56.6662	-26.8625
152.82	-13.8763	51.8559	188.6784
152.83	-17.3623	44.2961	-87.5943
152.84	-23.6307	34.4125	99.9338
152.85	-28.8337	24.4177	51.8961
152.86	-35.6592	18.8066	-94.4155
152.87	-32.9912	7.1413	-118.5652
152.88	-30.7915	0.5928	-63.6028
152.89	-32.2266	-12.8370	61.2736
152.90	-31.1881	-23.9309	39.5761
152.91	-26.5638	-33.7293	116.6795
152.92	-28.0486	-46.4156	76.1018
152.93	-23.9156	-56.3358	-130.0641
152.94	-18.7191	-63.6696	85.9519
152.95	-15.7868	-75.4946	57.2942
152.96	-10.8390	-80.4143	-124.4939
152.97	-8.2701	-87.2442	223.0096
152.98	-1.8704	-84.8068	-174.1192
152.99	6.4316	-81.2369	-56.8833
153.00	11.4321	-77.2992	-87.8631
153.01	8.3878	-68.3180	-29.1965
153.02	5.6888	-60.7151	-4.1183
153.03	6.7343	-48.6389	110.5501
153.04	6.5198	-30.4037	-93.0965
153.05	5.3257	-14.4543	32.9157
153.06	5.6415	7.5797	171.2217
153.07	-0.1982	29.5087	8.2509
153.08	-9.7190	53.2442	53.6154
153.09	-17.7191	73.5747	75.7044
153.10	-20.9401	92.2442	30.8556
153.11	-30.9029	109.1183	-143.7312
153.12	-39.2535	116.0560	-113.0937
153.13	-38.7613	122.6062	145.3592
153.14	-34.6855	123.4986	-21.0461
153.15	-26.0489	120.4745	-55.5286
153.16	-23.1725	116.1687	-73.9707
153.17	-16.2348	111.7860	50.6999
153.18	-4.2055	110.6853	-213.6002
153.19	5.0984	103.0600	-133.4934
153.20	15.7715	95.1379	-104.7589
153.21	17.7138	81.0112	45.7834
153.22	18.4689	72.6520	0.7647
153.23	23.5140	65.5196	-56.1926
153.24	28.1045	50.7460	11.4059
153.25	30.3413	37.3912	-36.8370
153.26	32.4805	27.7332	227.0238
153.27	31.6518	14.8966	-30.0930
153.28	32.7807	-4.2918	26.5228
153.29	30.2686	-20.4491	-170.9734
153.30	25.4759	-36.0166	44.9113
153.31	18.7106	-47.4650	-112.8138
153.32	10.0044	-55.3115	79.4922
153.33	4.8677	-63.8162	-25.3125
153.34	3.0340	-72.6395	55.5902
153.35	3.5564	-76.7970	-35.4238
153.36	3.1847	-75.4551	-4.1321
153.37	2.9240	-80.0349	27.5798
153.38	1.9049	-76.1947	131.7657
153.39	-3.6297	-70.4404	66.3330
153.40	-8.9175	-63.6683	-57.8736
153.41	-11.8527	-55.6279	-56.0758
153.42	-17.0892	-49.1001	122.7280
153.43	-17.1874	-40.5681	-56.7973
153.44	-17.0013	-25.9547	-7.4805
153.45	-13.5247	-18.1688	-22.6404
153.46	-6.8268	-15.4418	-5.4889
153.47	-2.1561	-6.0834	-96.4033
153.48	4.2046	-0.4246	91.6676
153.49	8.3863	3.3786	137.0743
153.50	7.0396	12.1427	-71.8530
153.51	8.7760	29.1865	-105.7646
153.52	7.0510	37.9799	-13.0788
153.53	6.2636	47.2861	17.2149
153.54	10.0638	67.2515	-166.1305
153.55	9.5298	76.6043	-34.3054
153.56	7.1302	86.4443	-259.4041
153.57	8.4309	101.7652	-60.4822
153.58	6.8517	108.8846	40.3157
153.59	0.8245	109.5473	107.2313
153.60	-8.0259	107.8475	-13.6918
153.61	-13.4610	106.5550	-73.4995
153.62	-20.8616	106.5517	204.2550
153.63	-28.3427	98.5995	41.6215
153.64	-34.3261	91.9792	-50.0415
153.65	-32.7757	83.5751	40.5536
153.66	-27.6783	68.4088	-135.4867
153.67	-26.2335	51.0690	0.1316
153.68	-25.2557	35.3580	3.0086
153.69	-23.1320	17.0605	-52.8865
153.70	-24.9868	-0.3916	10.9996
153.71	-24.9380	-21.2065	1.0670
153.72	-21.0059	-36.4107	44.5622
153.73	-18.3378	-53.0195	0.8203
153.74	-20.1534	-62.2026	-117.8643
153.75	-13.2255	-64.7782	-62.8936
153.76	-7.0756	-64.6227	-15.2538
153.77	10.4921	-59.4209	42.0163
153.78	33.2492	-56.5568	108.0079
153.79	52.8484	-56.9514	48.3054
153.80	67.1153	-53.2010	-3.2184
153.81	80.9660	-47.2346	14.5798
153.82	93.5234	-38.0254	-33.8789
153.83	101.6301	-32.0663	158.7239
153.84	107.5402	-24.9819	72.1521
153.85	102.8714	-20.2851	-16.3743
153.86	98.4106	-13.6382	25.5143
153.87	90.9298	-11.1912	-12.9031
153.88	85.4259	-11.5342	165.4066
153.89	77.2741	-12.3577	102.5585
153.90	67.8181	-10.1510	-59.1602
153.91	52.7363	-8.4174	-184.6524
153.92	30.8560	-10.6495	-280.4571
153.93	15.8422	-13.6912	160.1503
153.94	0.3264	-14.5391	45.9343
153.95	-18.9275	-17.1562	-343.9707
153.96	-40.6545	-16.2677	147.5503
153.97	-52.2585	-11.6376	-55.2149
153.98	-66.5318	-4.4350	-23.1548
153.99	-82.9418	3.6705	-49.1185
154.00	-96.3600	14.2648	34.2648
154.01	-107.3156	22.6156	-144.4929
154.02	-109.3995	23.2902	-6.9939
154.03	-111.6129	26.7857	-23.2154
154.04	-110.8087	29.6686	51.7167
154.05	-101.3248	27.8995	-90.0057
154.06	-87.2827	25.9998	-154.8590
154.07	-73.8152	21.0988	79.2277
154.08	-58.9944	15.5725	-83.0647
154.09	-45.0134	13.6667	47.9218
154.10	-30.8306	5.9783	-131.0115
154.11	-13.0116	1.9433	95.1940
154.12	3.7294	-3.2915	-85.2084
154.13	25.7909	-7.1627	170.6832
154.14	43.1184	-6.0981	19.2727
154.15	64.1728	-9.1137	61.9618
154.16	81.7725	-13.5826	11.6775
154.17	92.9494	-16.3077	5.9321
154.18	93.6625	-22.2756	-66.2010
154.19	85.2270	-24.1512	39.1767
154.20	75.4269	-17.4526	165.0026
154.21	66.4130	-12.0691	-56.3908
154.22	55.3880	-10.2781	-56.6170
154.23	49.0721	-9.5080	-65.6958
154.24	41.0971	-3.1689	131.3031
154.25	34.3265	3.3348	-88.9640
154.26	30.1524	6.3746	-198.1777
154.27	24.0225	17.1102	-105.4992
154.28	13.8014	20.5677	-26.3249
154.29	6.3713	32.7022	-11.2854
154.30	-2.6328	44.3647	-72.6224
154.31	-14.3438	51.9947	204.9705
154.32	-23.2259	62.2276	11.6375
154.33	-26.0108	69.9993	-16.1491
154.34	-16.9479	79.5568	-42.9709
154.35	-9.0641	88.5700	-167.1071
154.36	-6.8193	91.4387	135.1039
154.37	-9.8720	97.1100	-55.9952
154.38	-9.5324	103.1024	224.9620
154.39	-10.4537	105.8030	-22.8528
154.40	-7.5369	101.0825	-103.0407
154.41	-7.0966	92.5865	-61.1147
154.42	-13.7513	83.4017	-69.4862
154.43	-18.5817	68.2163	-0.6587
154.44	-32.1762	50.0438	-117.0989
154.45	-43.1195	42.0514	-43.6394
154.46	-48.2032	28.2368	81.8479
154.47	-46.5358	24.8075	56.6720
154.48	-44.6620	15.7373	79.4494
154.49	-51.2909	1.1027	77.9963
154.50	-50.0870	-15.9680	-28.1521
154.51	-45.4729	-30.2625	9.6147
154.52	-49.3119	-43.5462	132.9751
154.53	-55.0361	-60.6363	0.3166
154.54	-64.0661	-77.4311	-53.6497
154.55	-69.3068	-90.3522	173.9496
154.56	-75.3291	-95.4874	-48.0169
154.57	-81.9615	-102.7612	-162.4877
154.58	-81.6820	-103.2825	-120.6216
154.59	-89.6002	-105.7588	-52.2788
154.60	-89.2777	-107.1579	-59.1131
154.61	-90.1018	-105.9044	-103.5664
154.62	-93.3103	-100.0271	103.4220
154.63	-93.0243	-84.9527	-118.6578
154.64	-87.9508	-75.1243	76.1743
154.65	-84.4297	-68.3305	-116.7410
154.66	-76.9008	-61.4751	106.4625
154.67	-67.2091	-50.9249	-76.2328
154.68	-55.8597	-45.6998	-28.8844
154.69	-43.7125	-38.9373	106.7324
154.70	-30.1125	-28.7956	177.8733
154.71	-18.5397	-20.0853	-19.4004
154.72	-4.6948	-14.8304	62.0843
154.73	4.3543	-7.2692	-39.3549
154.74	13.3616	3.4679	-105.5902
154.75	23.5058	14.4872	51.8957
154.76	39.6467	26.1598	211.6807
154.77	46.3352	39.1540	25.4592
154.78	51.2990	51.0386	86.6447
154.79	52.8998	64.9671	-102.3612
154.80	59.0064	77.6561	-72.1026
154.81	66.7925	85.8777	-27.9512
154.82	71.1931	94.0221	-31.2652
154.83	75.0315	97.2719	-9.1403
154.84	74.0470	102.9488	-9.3291
154.85	74.6454	107.0876	-34.1297
154.86	74.4622	101.8519	-31.4942
154.87	76.1418	93.9881	20.4299
154.88	79.4977	84.6844	-92.3009
154.89	73.0888	81.3280	-88.1451
154.90	66.3274	72.1202	-67.5838
154.91	55.8628	57.0298	121.8958
154.92	45.8051	37.2992	105.3340
154.93	30.2971	12.2587	-78.5121
154.94	20.7464	-3.6886	-12.7601
154.95	8.1684	-21.9370	-80.0894
154.96	-3.9911	-42.9451	-52.8679
154.97	-12.3971	-63.2517	-108.2619
154.98	-29.3260	-78.7970	133.2826
154.99	-38.1524	-91.9808	-94.1625
155.00	-45.2128	-98.9466	-21.6937
155.01	-52.8902	-98.7749	-39.8857
155.02	-63.5543	-93.1710	-72.1026
155.03	-69.5405	-92.7397	-138.3855
155.04	-74.3501	-90.9441	-110.3882
155.05	-72.8527	-86.8423	119.7081
155.06	-72.7417	-91.3787	-60.9571
155.07	-73.3065	-93.7409	-176.3702
155.08	-66.6678	-86.8353	-48.2053
155.09	-62.3828	-77.8970	-0.8736
155.10	-61.1893	-68.3669	-103.6309
155.11	-52.6386	-54.4985	-37.2952
155.12	-44.0022	-45.7681	56.3552
155.13	-36.3022	-37.4861	-70.4253
155.14	-30.9619	-32.1275	108.6551
155.15	-17.8761	-29.1811	184.0161
155.16	-7.4165	-22.0414	-73.6110
155.17	3.0655	-20.2522	-17.5688
155.18	17.1172	-8.6689	-50.0910
155.19	25.8515	3.6955	100.5563
155.20	28.2467	14.3817	-40.7786
155.21	35.1781	24.5941	-114.4566
155.22	46.5888	36.5234	-83.6383
155.23	50.6082	51.3045	-86.3893
155.24	62.5173	61.5178	-116.7662
155.25	78.4616	65.2688	48.7180
155.26	87.0914	69.0966	68.5779
155.27	92.9320	69.6885	-103.8025
155.28	97.2429	67.0242	67.7389
155.29	94.6946	62.1127	99.5642
155.30	89.2379	61.5828	154.1988
155.31	82.3898	63.7049	-21.4773
155.32	79.5464	64.3235	109.2407
155.33	66.1080	60.8320	-37.0755
155.34	55.7640	60.4104	-210.5222
155.35	55.2286	52.6901	76.4585
155.36	52.5117	49.4125	-100.3810
155.37	48.2986	47.6806	-95.6542
155.38	49.4008	40.2093	11.5539
155.39	45.8717	37.3684	-7.8015
155.40	40.5982	31.7143	37.1300
155.41	27.4186	29.0512	-91.2215
155.42	14.3979	22.4540	-13.5903
155.43	-3.2609	21.1790	169.8610
155.44	-12.1602	18.0896	88.9864
155.45	-23.5983	16.4260	37.2639
155.46	-37.8726	18.7410	-22.4939
155.47	-51.9432	19.5933	64.4709
155.48	-63.1831	17.8587	82.8637
155.49	-69.9329	19.3833	171.6562
155.50	-74.2118	27.0208	-93.4403
155.51	-78.3100	28.6995	-116.6966
155.52	-83.8230	27.7003	7.9034
155.53	-87.8622	22.7730	10.7129
155.54	-93.3046	26.4348	13.5968
155.55	-97.4486	36.0788	5.2677
155.56	-102.9176	36.7343	2.1559
155.57	-97.7082	37.2772	56.0324
155.58	-82.6406	38.0400	-165.5912
155.59	-73.9031	42.9052	-17.7417
155.60	-65.4026	49.7422	30.2412
155.61	-59.8779	54.7092	-81.6062
155.62	-55.2299	58.7080	59.3228
155.63	-43.3212	68.0446	-31.9496
155.64	-31.8384	71.6097	-62.5801
155.65	-19.3258	72.0215	127.9368
155.66	-9.2636	64.8303	5.9665
155.67	-1.3856	51.8259	88.4831
155.68	8.1143	35.1623	166.1971
155.69	21.2800	17.7122	14.3577
155.70	39.9929	7.4697	22.3765
155.71	59.9206	-10.2616	21.3108
155.72	76.3913	-30.4704	-17.4759
155.73	88.1961	-49.3688	77.1259
155.74	101.8341	-67.0835	-46.9283
155.75	112.8065	-81.9927	92.1721
155.76	122.5935	-87.7273	40.3196
155.77	121.2123	-86.8177	-49.3860
155.78	119.5319	-86.1493	38.1430
155.79	114.5249	-86.3222	67.1526
155.80	106.1779	-85.1682	-138.4237
155.81	93.9964	-76.8380	-118.3019
155.82	82.6885	-71.3687	29.6176
155.83	77.5830	-62.3478	-100.1589
155.84	67.8265	-51.1061	167.1000
155.85	53.7184	-39.7123	92.3354
155.86	44.6078	-28.8980	-87.0692
155.87	32.2588	-12.1605	93.9594
155.88	18.6831	3.6790	-19.3706
155.89	2.3253	23.1091	40.9145
155.90	-10.9920	36.0528	-131.6925
155.91	-26.9396	50.1648	33.3665
155.92	-48.4217	57.6829	89.5800
155.93	-58.9897	72.4590	113.0225
155.94	-73.8217	90.3727	202.8564
155.95	-89.5234	106.3086	-167.5843
155.96	-99.3024	113.2616	14.8887
155.97	-107.5980	122.1395	62.2725
155.98	-113.3611	125.1442	35.8382
155.99	-116.1004	121.9461	-169.6052
156.00	-111.0101	113.1166	148.4717
156.01	-97.7707	99.7634	15.8162
156.02	-88.8654	84.3055	161.5248
156.03	-77.4502	67.1147	145.8962
156.04	-58.6301	43.3381	-112.6796
156.05	-32.5229	27.8467	-69.2655
156.06	-4.8567	14.5342	38.7632
156.07	14.0371	-2.5835	58.9104
156.08	29.6555	-16.4780	53.6463
156.09	46.6767	-34.0717	-51.6292
156.10	61.1865	-49.3080	-7.3786
156.11	79.6562	-62.3536	72.1494
156.12	98.1690	-80.0688	-75.2435
156.13	110.1456	-95.8044	86.3796
156.14	116.6279	-112.8772	-53.0065
156.15	121.2423	-125.2237	122.8739
156.16	121.6205	-129.6797	-28.1755
156.17	115.2608	-135.7277	85.5836
156.18	107.3147	-138.2023	-31.9165
156.19	100.5438	-144.3272	-10.4127
156.20	90.4876	-143.7143	-35.5589
156.21	77.4692	-134.5081	125.2342
156.22	66.9816	-124.8996	-50.9259
156.23	57.5089	-121.5822	-46.1520
156.24	42.4468	-115.9612	-41.2240
156.25	33.0237	-111.8077	-123.2861
156.26	19.2735	-105.8165	-119.5028
156.27	1.3777	-91.3977	33.6144
156.28	-23.5286	-79.7071	47.9998
156.29	-45.8294	-63.7180	-2.5965
156.30	-68.7501	-45.3466	-240.9974
156.31	-81.2042	-24.8542	3.4731
156.32	-86.3209	-8.6690	-140.8272
156.33	-95.4460	6.5205	59.6924
156.34	-106.7332	22.3825	58.8474
156.35	-104.1814	33.3510	2.3676
156.36	-102.2499	45.3318	-27.7768
156.37	-103.7460	58.8344	49.3034
156.38	-108.6219	69.6606	79.5093
156.39	-111.3245	73.1716	-105.4368
156.40	-106.7807	76.4708	-103.2471
156.41	-98.8609	80.6739	-36.4592
156.42	-91.0257	78.4942	33.1889
156.43	-83.9703	71.2256	-53.7713
156.44	-76.9769	69.8070	-82.3989
156.45	-76.0703	61.7256	79.7561
156.46	-65.9726	60.5249	96.8686
156.47	-47.1183	55.4655	0.9333
156.48	-29.1571	46.0347	25.5837
156.49	-17.6219	33.7457	-59.2433
156.50	-4.8818	26.9912	110.7655
156.51	10.4618	16.7038	60.0898
156.52	15.1144	9.1693	-110.5852
156.53	21.3181	-1.2416	-195.1013
156.54	29.3697	-13.6364	28.0053
156.55	32.1421	-21.6697	-3.6546
156.56	38.2189	-28.1545	-30.4382
156.57	37.2098	-36.0960	-180.2518
156.58	36.5827	-46.5755	25.8321
156.59	30.4947	-54.7730	-39.5537
156.60	33.1276	-67.3173	-132.0140
156.61	35.0399	-74.9408	-2.6146
156.62	33.5326	-71.6153	131.3711
156.63	30.2772	-66.8039	-59.0963
156.64	21.0550	-62.7666	91.8897
156.65	25.2538	-59.0673	-14.1450
156.66	31.0472	-50.0677	-153.4627
156.67	24.4801	-41.9144	32.7551
156.68	12.6879	-31.7946	148.3828
156.69	6.8600	-17.2401	-106.3245
156.70	6.5454	-8.6115	-76.1530
156.71	5.1049	0.5611	-42.1049
156.72	3.7593	6.8311	-246.5083
156.73	6.2749	17.8299	-11.7862
156.74	3.7005	33.3151	-95.5848
156.75	1.7793	44.0023	77.4909
156.76	2.7899	52.2147	45.3458
156.77	5.4408	56.8840	-93.5719
156.78	10.0762	67.7469	4.2761
156.79	11.2941	75.1669	-79.1645
156.80	9.6367	84.4710	-57.7412
156.81	4.9621	94.5930	-39.5049
156.82	8.4159	100.6248	21.9165
156.83	8.2855	97.9473	267.2311
156.84	10.6009	94.4935	-37.8459
156.85	12.8747	90.9599	87.6742
156.86	14.6183	84.8856	114.8103
156.87	20.5572	74.3470	-169.6444
156.88	31.6893	64.0880	-30.9072
156.89	38.8915	49.4104	10.4693
156.90	44.1716	35.2669	-121.0680
156.91	44.0108	21.4698	37.2834
156.92	46.8415	7.0878	-173.2689
156.93	52.0809	-6.5977	43.7265
156.94	55.0347	-24.2369	-72.0736
156.95	54.6371	-38.5175	-43.3365
156.96	57.2500	-53.3429	6.6301
156.97	53.8562	-62.7526	-157.6164
156.98	60.2896	-71.2599	-4.0875
156.99	65.0765	-79.5821	-41.3181
157.00	68.3373	-79.6593	93.1443
157.01	72.3352	-82.7889	-93.5975
157.02	77.3970	-84.3972	15.4199
157.03	76.2295	-89.7223	-8.0494
157.04	72.8017	-89.1080	85.5036
157.05	70.7377	-90.8480	68.7035
157.06	66.3511	-84.1786	-121.6612
157.07	50.1086	-73.5971	47.9150
157.08	37.6670	-64.1958	134.7366
157.09	30.6026	-47.0999	92.7379
157.10	26.0192	-28.4690	46.0250
157.11	17.7416	-12.5897	124.0101
157.12	12.4543	5.2373	97.6578
157.13	7.9648	17.0935	-268.1097
157.14	2.4583	27.2166	-89.7629
